,itemsets,support
0,"frozenset({'일본', '역사'})",0.011726766344180592
1,"frozenset({'사고', '경찰'})",0.011433597185576077
2,"frozenset({'기자', '서울'})",0.011433597185576077
3,"frozenset({'무단', '서울'})",0.012313104661389622
4,"frozenset({'배포', '서울'})",0.012313104661389622
5,"frozenset({'서울', '금지'})",0.011726766344180592
6,"frozenset({'서울', '전국'})",0.011433597185576077
7,"frozenset({'보험', '건강'})",0.013192612137203167
8,"frozenset({'대통령', '미국'})",0.011140428026971563
9,"frozenset({'북한', '발사'})",0.011433597185576077
10,"frozenset({'대표', '민주당'})",0.011726766344180592
11,"frozenset({'대표', '새정치'})",0.012019935502785108
12,"frozenset({'일본', '담화'})",0.01289944297859865
13,"frozenset({'일본', '일본군'})",0.012313104661389622
14,"frozenset({'일본', '정부'})",0.017296980357666372
15,"frozenset({'일본', '아베'})",0.015537965406039285
16,"frozenset({'일본', '문제'})",0.01289944297859865
17,"frozenset({'일본', '총리'})",0.012313104661389622
18,"frozenset({'일본', '도쿄'})",0.010847258868367049
19,"frozenset({'중국', '검사'})",0.013778950454412195
20,"frozenset({'문서', '중국'})",0.016710642040457344
21,"frozenset({'중국', '위조'})",0.017883318674875404
22,"frozenset({'검찰', '중국'})",0.020521841102316037
23,"frozenset({'중국', '증거'})",0.013485781295807681
24,"frozenset({'간첩', '중국'})",0.012019935502785108
25,"frozenset({'중국', '김씨'})",0.012606273819994136
26,"frozenset({'중국', '베이징'})",0.010554089709762533
27,"frozenset({'중국', '국정원'})",0.016710642040457344
28,"frozenset({'바로가기', '모바일'})",0.013485781295807681
29,"frozenset({'학생', '학교'})",0.016710642040457344
30,"frozenset({'무단', '기자'})",0.01641747288185283
31,"frozenset({'배포', '기자'})",0.015537965406039285
32,"frozenset({'기자', '금지'})",0.01524479624743477
33,"frozenset({'저작권', '기자'})",0.012019935502785108
34,"frozenset({'무단', '배포'})",0.02873057754324245
35,"frozenset({'무단', '금지'})",0.028144239226033423
36,"frozenset({'무단', '배틀'})",0.020521841102316037
37,"frozenset({'무단', '저작권'})",0.023746701846965697
38,"frozenset({'무단', '무비'})",0.017003811199061858
39,"frozenset({'무단', '화보'})",0.017003811199061858
40,"frozenset({'배포', '금지'})",0.027264731750219876
41,"frozenset({'배틀', '배포'})",0.019642333626502494
42,"frozenset({'배포', '저작권'})",0.02257402521254764
43,"frozenset({'배포', '무비'})",0.016124303723248315
44,"frozenset({'배포', '화보'})",0.016124303723248315
45,"frozenset({'배틀', '금지'})",0.019642333626502494
46,"frozenset({'저작권', '금지'})",0.022280856053943126
47,"frozenset({'무비', '금지'})",0.016124303723248315
48,"frozenset({'화보', '금지'})",0.016124303723248315
49,"frozenset({'경찰', '경찰서'})",0.010554089709762533
50,"frozenset({'발견', '경찰'})",0.010554089709762533
51,"frozenset({'혐의', '경찰'})",0.010847258868367049
52,"frozenset({'경찰', '수사'})",0.01524479624743477
53,"frozenset({'병원', '집단'})",0.013778950454412195
54,"frozenset({'의사', '병원'})",0.013192612137203167
55,"frozenset({'의협', '병원'})",0.010847258868367049
56,"frozenset({'병원', '의료'})",0.014072119613016711
57,"frozenset({'진료', '병원'})",0.010260920551158018
58,"frozenset({'건강', '의료'})",0.012606273819994136
59,"frozenset({'대통령', '러시아'})",0.014951627088830254
60,"frozenset({'대통령', '박근혜'})",0.010554089709762533
61,"frozenset({'우크라이나', '대통령'})",0.01641747288185283
62,"frozenset({'크림', '대통령'})",0.010554089709762533
63,"frozenset({'대통령', '푸틴'})",0.013192612137203167
64,"frozenset({'회의', '대통령'})",0.013778950454412195
65,"frozenset({'청와대', '대통령'})",0.010260920551158018
66,"frozenset({'배틀', '저작권'})",0.02140134857812958
67,"frozenset({'배틀', '무비'})",0.018469656992084433
68,"frozenset({'배틀', '화보'})",0.017883318674875404
69,"frozenset({'저작권', '무비'})",0.01759014951627089
70,"frozenset({'저작권', '화보'})",0.01759014951627089
71,"frozenset({'국민일보', '쿠키뉴스'})",0.012606273819994136
72,"frozenset({'우크라이나', '러시아'})",0.025212547639988273
73,"frozenset({'크림', '러시아'})",0.016124303723248315
74,"frozenset({'러시아', '푸틴'})",0.016124303723248315
75,"frozenset({'개인정보', '정보'})",0.016710642040457344
76,"frozenset({'고객', '정보'})",0.012019935502785108
77,"frozenset({'정보', '카드'})",0.014072119613016711
78,"frozenset({'금융', '정보'})",0.012019935502785108
79,"frozenset({'정보', '유출'})",0.018762826150688947
80,"frozenset({'회의', '의원'})",0.011140428026971563
81,"frozenset({'민주당', '의원'})",0.021694517736734097
82,"frozenset({'새누리당', '의원'})",0.019642333626502494
83,"frozenset({'의원', '위원장'})",0.012019935502785108
84,"frozenset({'의원', '새정치'})",0.012019935502785108
85,"frozenset({'선거', '의원'})",0.013485781295807681
86,"frozenset({'의원', '출마'})",0.010847258868367049
87,"frozenset({'후보', '의원'})",0.014365288771621226
88,"frozenset({'민주당', '국회'})",0.011726766344180592
89,"frozenset({'우크라이나', '주민'})",0.010260920551158018
90,"frozenset({'번호', '개인정보'})",0.011433597185576077
91,"frozenset({'정부', '담화'})",0.011726766344180592
92,"frozenset({'정부', '장관'})",0.011433597185576077
93,"frozenset({'정부', '집단'})",0.017296980357666372
94,"frozenset({'의사', '정부'})",0.014365288771621226
95,"frozenset({'정부', '정책'})",0.012313104661389622
96,"frozenset({'정부', '대책'})",0.011140428026971563
97,"frozenset({'정부', '문제'})",0.010847258868367049
98,"frozenset({'정부', '의협'})",0.0158311345646438
99,"frozenset({'협의', '정부'})",0.010554089709762533
100,"frozenset({'정부', '의료'})",0.017003811199061858
101,"frozenset({'의사', '집단'})",0.019349164467897976
102,"frozenset({'의협', '집단'})",0.020521841102316037
103,"frozenset({'집단', '의료'})",0.02081501026092055
104,"frozenset({'대한의사협회', '집단'})",0.014365288771621226
105,"frozenset({'참여', '집단'})",0.011433597185576077
106,"frozenset({'의사', '의협'})",0.0158311345646438
107,"frozenset({'의사', '의료'})",0.015537965406039285
108,"frozenset({'문서', '검사'})",0.014365288771621226
109,"frozenset({'검사', '위조'})",0.0158311345646438
110,"frozenset({'검찰', '검사'})",0.020521841102316037
111,"frozenset({'검사', '증거'})",0.012313104661389622
112,"frozenset({'검사', '수사'})",0.012313104661389622
113,"frozenset({'간첩', '검사'})",0.012606273819994136
114,"frozenset({'검사', '김씨'})",0.011726766344180592
115,"frozenset({'검사', '국정원'})",0.01465845793022574
116,"frozenset({'아베', '총리'})",0.011140428026971563
117,"frozenset({'개인정보', '유출'})",0.01905599530929346
118,"frozenset({'문서', '위조'})",0.022867194371152155
119,"frozenset({'문서', '검찰'})",0.025212547639988273
120,"frozenset({'문서', '증거'})",0.019349164467897976
121,"frozenset({'조사', '문서'})",0.011140428026971563
122,"frozenset({'의혹', '문서'})",0.012019935502785108
123,"frozenset({'문서', '수사'})",0.01524479624743477
124,"frozenset({'문서', '사건'})",0.012313104661389622
125,"frozenset({'문서', '간첩'})",0.01817648783347992
126,"frozenset({'문서', '김씨'})",0.016124303723248315
127,"frozenset({'문서', '국정원'})",0.02316036352975667
128,"frozenset({'문서', '입수'})",0.010847258868367049
129,"frozenset({'조작', '문서'})",0.012019935502785108
130,"frozenset({'검찰', '위조'})",0.03224860744649663
131,"frozenset({'위조', '증거'})",0.022280856053943126
132,"frozenset({'혐의', '위조'})",0.011726766344180592
133,"frozenset({'조사', '위조'})",0.013485781295807681
134,"frozenset({'의혹', '위조'})",0.0158311345646438
135,"frozenset({'유씨', '위조'})",0.012313104661389622
136,"frozenset({'위조', '수사'})",0.017883318674875404
137,"frozenset({'사건', '위조'})",0.014072119613016711
138,"frozenset({'간첩', '위조'})",0.022867194371152155
139,"frozenset({'위조', '김씨'})",0.01759014951627089
140,"frozenset({'위조', '국정원'})",0.025505716798592787
141,"frozenset({'조작', '위조'})",0.012019935502785108
142,"frozenset({'협조자', '위조'})",0.010260920551158018
143,"frozenset({'검찰', '증거'})",0.028144239226033423
144,"frozenset({'검찰', '혐의'})",0.017883318674875404
145,"frozenset({'조사', '검찰'})",0.01641747288185283
146,"frozenset({'검찰', '기록'})",0.010260920551158018
147,"frozenset({'의혹', '검찰'})",0.02140134857812958
148,"frozenset({'유씨', '검찰'})",0.012606273819994136
149,"frozenset({'검찰', '수사'})",0.028144239226033423
150,"frozenset({'검찰', '사건'})",0.02081501026092055
151,"frozenset({'검찰', '간첩'})",0.026971562591615362
152,"frozenset({'제출', '검찰'})",0.012313104661389622
153,"frozenset({'검찰', '김씨'})",0.021694517736734097
154,"frozenset({'검찰', '국정원'})",0.03224860744649663
155,"frozenset({'검찰', '입수'})",0.010847258868367049
156,"frozenset({'조작', '검찰'})",0.01641747288185283
157,"frozenset({'협조자', '검찰'})",0.011726766344180592
158,"frozenset({'혐의', '증거'})",0.010847258868367049
159,"frozenset({'조사', '증거'})",0.011433597185576077
160,"frozenset({'의혹', '증거'})",0.0158311345646438
161,"frozenset({'수사', '증거'})",0.018469656992084433
162,"frozenset({'사건', '증거'})",0.01817648783347992
163,"frozenset({'간첩', '증거'})",0.02316036352975667
164,"frozenset({'김씨', '증거'})",0.014951627088830254
165,"frozenset({'국정원', '증거'})",0.02433304016417473
166,"frozenset({'조작', '증거'})",0.014951627088830254
167,"frozenset({'협조자', '증거'})",0.010260920551158018
168,"frozenset({'우크라이나', '크림'})",0.0158311345646438
169,"frozenset({'우크라이나', '푸틴'})",0.01524479624743477
170,"frozenset({'크림', '푸틴'})",0.010847258868367049
171,"frozenset({'혐의', '수사'})",0.01289944297859865
172,"frozenset({'혐의', '국정원'})",0.010260920551158018
173,"frozenset({'의혹', '조사'})",0.010847258868367049
174,"frozenset({'조사', '수사'})",0.010847258868367049
175,"frozenset({'조사', '간첩'})",0.011433597185576077
176,"frozenset({'조사', '국정원'})",0.013192612137203167
177,"frozenset({'의협', '의료'})",0.01759014951627089
178,"frozenset({'대한의사협회', '의협'})",0.010554089709762533
179,"frozenset({'진료', '의료'})",0.012606273819994136
180,"frozenset({'고객', '유출'})",0.011433597185576077
181,"frozenset({'새누리당', '민주당'})",0.02257402521254764
182,"frozenset({'신당', '민주당'})",0.01289944297859865
183,"frozenset({'안철수', '민주당'})",0.012606273819994136
184,"frozenset({'통합', '민주당'})",0.014072119613016711
185,"frozenset({'민주당', '위원장'})",0.010847258868367049
186,"frozenset({'민주당', '새정치'})",0.020521841102316037
187,"frozenset({'선거', '민주당'})",0.010847258868367049
188,"frozenset({'민주당', '후보'})",0.01289944297859865
189,"frozenset({'새누리당', '지방선거'})",0.010554089709762533
190,"frozenset({'새누리당', '선거'})",0.010847258868367049
191,"frozenset({'새누리당', '출마'})",0.010260920551158018
192,"frozenset({'새누리당', '후보'})",0.015537965406039285
193,"frozenset({'선거', '지방선거'})",0.010554089709762533
194,"frozenset({'지방선거', '출마'})",0.010847258868367049
195,"frozenset({'후보', '지방선거'})",0.010260920551158018
196,"frozenset({'유출', '카드'})",0.013485781295807681
197,"frozenset({'의혹', '수사'})",0.015537965406039285
198,"frozenset({'의혹', '사건'})",0.012606273819994136
199,"frozenset({'의혹', '간첩'})",0.015537965406039285
