,itemsets,support
0,"frozenset({'크리', '태풍'})",0.014750643877312106
1,"frozenset({'태풍', '북상'})",0.01264340903769609
2,"frozenset({'지방', '태풍'})",0.013814095059704988
3,"frozenset({'태풍', '남부'})",0.010770311402481855
4,"frozenset({'영향', '태풍'})",0.019667525169749473
5,"frozenset({'할롱', '태풍'})",0.011004448606883634
6,"frozenset({'바이러스', '에볼라'})",0.024116132053383282
7,"frozenset({'바이러스', '환자'})",0.010302036993678295
8,"frozenset({'바이러스', '감염'})",0.018028564738937016
9,"frozenset({'바이러스', '치료'})",0.011706860220088973
10,"frozenset({'바이러스', '서아프리카'})",0.010536174198080075
11,"frozenset({'바이러스', '라이베리아'})",0.013579957855303207
12,"frozenset({'환자', '에볼라'})",0.010770311402481855
13,"frozenset({'감염', '에볼라'})",0.015453055490517443
14,"frozenset({'치료', '에볼라'})",0.010067899789276516
15,"frozenset({'서아프리카', '에볼라'})",0.011706860220088973
16,"frozenset({'라이베리아', '에볼라'})",0.013579957855303207
17,"frozenset({'환자', '감염'})",0.010067899789276516
18,"frozenset({'환자', '치료'})",0.010770311402481855
19,"frozenset({'감염', '치료'})",0.011472723015687194
20,"frozenset({'감염', '라이베리아'})",0.010536174198080075
21,"frozenset({'시신', '경찰'})",0.011472723015687194
22,"frozenset({'시신', '발견'})",0.010302036993678295
23,"frozenset({'경찰', '발견'})",0.010536174198080075
24,"frozenset({'수사', '경찰'})",0.014048232264106767
25,"frozenset({'혐의', '경찰'})",0.013111683446499649
26,"frozenset({'사건', '경찰'})",0.01732615312573168
27,"frozenset({'수사', '의원'})",0.014048232264106767
28,"frozenset({'수사', '검찰'})",0.02481854366658862
29,"frozenset({'수사', '혐의'})",0.022243034418169046
30,"frozenset({'수사', '사건'})",0.014516506672910325
31,"frozenset({'수사', '금품'})",0.010302036993678295
32,"frozenset({'수사', '의혹'})",0.011940997424490752
33,"frozenset({'지방', '남부'})",0.018496839147740574
34,"frozenset({'지방', '전국'})",0.010770311402481855
35,"frozenset({'지방', '기온'})",0.01217513462889253
36,"frozenset({'서울', '저작권'})",0.010067899789276516
37,"frozenset({'기자', '서울'})",0.010067899789276516
38,"frozenset({'무단', '서울'})",0.010536174198080075
