,itemsets,support
0,"frozenset({'사고', '러시아'})",0.011197440585009141
1,"frozenset({'러시아', '침몰'})",0.011197440585009141
2,"frozenset({'북한', '미국'})",0.010968921389396709
3,"frozenset({'경찰', '수사'})",0.011197440585009141
4,"frozenset({'경찰', '사건'})",0.010283363802559415
5,"frozenset({'경찰', '수원'})",0.013025594149908592
6,"frozenset({'발견', '경찰'})",0.011882998171846435
7,"frozenset({'시신', '경찰'})",0.011654478976234004
8,"frozenset({'팔달산', '경찰'})",0.011197440585009141
9,"frozenset({'정당', '해산'})",0.011425959780621572
10,"frozenset({'통합진보당', '해산'})",0.010054844606946984
11,"frozenset({'공무원', '연금'})",0.011197440585009141
12,"frozenset({'영하', '한파'})",0.011654478976234004
13,"frozenset({'기온', '한파'})",0.013025594149908592
14,"frozenset({'추위', '한파'})",0.010283363802559415
15,"frozenset({'서울', '경기'})",0.010740402193784278
16,"frozenset({'기자', '서울'})",0.013711151736745886
17,"frozenset({'서울', '배포'})",0.013025594149908592
18,"frozenset({'무단', '서울'})",0.013482632541133455
19,"frozenset({'금지', '서울'})",0.012797074954296161
20,"frozenset({'서울', '아침'})",0.014853747714808043
21,"frozenset({'서울', '충청'})",0.011197440585009141
22,"frozenset({'서울', '전국'})",0.018738574040219377
23,"frozenset({'서울', '지방'})",0.013025594149908592
24,"frozenset({'서울', '영하'})",0.021252285191956124
25,"frozenset({'날씨', '서울'})",0.012797074954296161
26,"frozenset({'서해안', '서울'})",0.020338208409506398
27,"frozenset({'서울', '기온'})",0.024680073126142597
28,"frozenset({'추위', '서울'})",0.01851005484460695
29,"frozenset({'기자', '배포'})",0.020795246800731262
30,"frozenset({'기자', '무단'})",0.02102376599634369
31,"frozenset({'기자', '금지'})",0.019881170018281536
32,"frozenset({'저작권', '기자'})",0.014625228519195612
33,"frozenset({'무단', '배포'})",0.028107861060329066
34,"frozenset({'금지', '배포'})",0.027650822669104205
35,"frozenset({'다운', '배포'})",0.01416819012797075
36,"frozenset({'저작권', '배포'})",0.019881170018281536
37,"frozenset({'무단', '금지'})",0.027650822669104205
38,"frozenset({'무단', '다운'})",0.015082266910420476
39,"frozenset({'저작권', '무단'})",0.02056672760511883
40,"frozenset({'금지', '다운'})",0.01416819012797075
41,"frozenset({'저작권', '금지'})",0.01896709323583181
42,"frozenset({'학교', '학생'})",0.01416819012797075
43,"frozenset({'개혁', '공무원'})",0.011654478976234004
44,"frozenset({'영하', '바람'})",0.010283363802559415
45,"frozenset({'기온', '바람'})",0.010511882998171846
46,"frozenset({'조사', '의혹'})",0.01736745886654479
47,"frozenset({'검찰', '의혹'})",0.031078610603290677
48,"frozenset({'수사', '의혹'})",0.01896709323583181
49,"frozenset({'유출', '의혹'})",0.021252285191956124
50,"frozenset({'문건', '의혹'})",0.03153564899451554
51,"frozenset({'작성', '의혹'})",0.012340036563071298
52,"frozenset({'의혹', '경위'})",0.010054844606946984
53,"frozenset({'경정', '의혹'})",0.015310786106032906
54,"frozenset({'청와대', '의혹'})",0.030850091407678245
55,"frozenset({'의혹', '국정'})",0.02010968921389397
56,"frozenset({'의혹', '정윤회'})",0.027422303473491772
57,"frozenset({'의혹', '개입'})",0.01851005484460695
58,"frozenset({'의혹', '정씨'})",0.013025594149908592
59,"frozenset({'서관', '의혹'})",0.010740402193784278
60,"frozenset({'비서', '의혹'})",0.01622486288848263
61,"frozenset({'아침', '전국'})",0.010283363802559415
62,"frozenset({'아침', '영하'})",0.014853747714808043
63,"frozenset({'서해안', '아침'})",0.013254113345521023
64,"frozenset({'아침', '기온'})",0.01782449725776965
65,"frozenset({'추위', '아침'})",0.012111517367458866
66,"frozenset({'서해안', '충청'})",0.012111517367458866
67,"frozenset({'기온', '충청'})",0.011425959780621572
68,"frozenset({'영하', '전국'})",0.011425959780621572
69,"frozenset({'서해안', '전국'})",0.010740402193784278
70,"frozenset({'기온', '전국'})",0.014853747714808043
71,"frozenset({'내용', '검찰'})",0.013939670932358319
72,"frozenset({'문건', '내용'})",0.010511882998171846
73,"frozenset({'청와대', '내용'})",0.010283363802559415
74,"frozenset({'저작권', '다운'})",0.01576782449725777
75,"frozenset({'지방', '기온'})",0.010740402193784278
76,"frozenset({'국민일보', '권리'})",0.018281535648994516
77,"frozenset({'아시아', '경제'})",0.030850091407678245
78,"frozenset({'국제', '유가'})",0.012111517367458866
79,"frozenset({'하락', '국제'})",0.011197440585009141
80,"frozenset({'유가', '가격'})",0.012568555758683729
